blind_id,human_label,notes,reading_1_entailment_score,reading_2_entailment_score,reading_1_nli_label,reading_2_nli_label
T3A-0169,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001083,0.042866,neutral,neutral
T3A-0712,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.360253,0.423953,neutral,neutral
T3A-0296,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001265,0.000661,neutral,neutral
T3A-1002,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.059895,0.110819,neutral,neutral
T3A-0750,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001135,0.017742,neutral,neutral
T3A-0713,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001600,0.000747,neutral,neutral
T3A-0624,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.102498,0.019650,contradiction,contradiction
T3A-0562,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.027389,0.012176,neutral,neutral
T3A-0876,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.433761,0.101342,neutral,neutral
T3A-1008,both_or_ambiguous,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.987008,0.993824,entailment,entailment
T3A-0918,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.007569,0.009941,neutral,contradiction
T3A-0954,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002778,0.002589,neutral,neutral
T3A-0082,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.011383,0.072431,neutral,neutral
T3A-0006,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000912,0.004142,neutral,neutral
T3A-0631,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000712,0.001833,neutral,neutral
T3A-0708,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.125848,0.042829,neutral,neutral
T3A-0703,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.011513,0.010813,contradiction,contradiction
T3A-1039,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001093,0.001729,neutral,neutral
T3A-0484,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.422361,0.277258,entailment,contradiction
T3A-0845,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.126872,0.212835,neutral,neutral
T3A-0040,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.017995,0.024322,neutral,neutral
T3A-0738,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.117378,0.269352,neutral,contradiction
T3A-0893,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.331314,0.003285,neutral,neutral
T3A-0344,both_or_ambiguous,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.993196,0.993202,entailment,entailment
T3A-0102,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002824,0.002056,neutral,neutral
T3A-0327,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.026254,0.008882,neutral,neutral
T3A-0029,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001218,0.001498,neutral,neutral
T3A-0230,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001094,0.001135,neutral,neutral
T3A-0384,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.003061,0.034298,neutral,neutral
T3A-0777,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.006494,0.006431,neutral,neutral
T3A-0785,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.014192,0.194872,neutral,neutral
T3A-0895,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.096145,0.139352,neutral,neutral
T3A-0383,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002256,0.022691,neutral,neutral
T3A-0694,both_or_ambiguous,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.935263,0.993188,entailment,entailment
T3A-0919,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.003351,0.001207,neutral,contradiction
T3A-0055,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.004352,0.015411,neutral,neutral
T3A-1010,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002201,0.001057,neutral,neutral
T3A-0028,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000826,0.001587,neutral,neutral
T3A-0902,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001677,0.001045,neutral,neutral
T3A-0820,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.003411,0.002015,contradiction,contradiction
T3A-0228,reading_2,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.869765,0.993360,entailment,entailment
T3A-0094,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002028,0.001768,neutral,neutral
T3A-0928,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.158576,0.093099,neutral,neutral
T3A-0151,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.022455,0.014871,neutral,neutral
T3A-0526,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.019213,0.001310,neutral,neutral
T3A-0831,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.008109,0.011653,neutral,neutral
T3A-1009,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.365527,0.149388,neutral,neutral
T3A-0165,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.008391,0.005691,neutral,neutral
T3A-0086,both_or_ambiguous,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.928993,0.933135,entailment,entailment
T3A-0709,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001665,0.003430,contradiction,contradiction
T3A-0128,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001069,0.001072,neutral,neutral
T3A-0529,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000747,0.000741,neutral,neutral
T3A-0819,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001106,0.000870,neutral,neutral
T3A-0897,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001895,0.001103,neutral,neutral
T3A-0381,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.054677,0.004208,neutral,neutral
T3A-0493,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.031569,0.014739,neutral,neutral
T3A-0657,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.095486,0.017457,neutral,contradiction
T3A-0912,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.051416,0.070404,contradiction,contradiction
T3A-0257,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.011656,0.012186,neutral,neutral
T3A-0142,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000709,0.000834,neutral,neutral
T3A-0825,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.057788,0.131095,neutral,neutral
T3A-0205,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.023758,0.131714,neutral,contradiction
T3A-0166,both_or_ambiguous,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.992393,0.993488,entailment,entailment
T3A-0429,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001331,0.001732,contradiction,contradiction
T3A-0541,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001763,0.001032,neutral,neutral
T3A-0515,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002419,0.001155,contradiction,contradiction
T3A-0392,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.012168,0.004347,neutral,neutral
T3A-0289,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001751,0.002085,neutral,neutral
T3A-0850,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.011430,0.010086,neutral,neutral
T3A-0452,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001933,0.001510,neutral,neutral
T3A-0585,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.006409,0.001974,neutral,neutral
T3A-0983,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.003685,0.005829,contradiction,neutral
T3A-0377,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.104156,0.109125,contradiction,neutral
T3A-0904,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.007356,0.025992,neutral,neutral
T3A-0862,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.069762,0.490882,neutral,neutral
T3A-0900,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.026635,0.008281,neutral,neutral
T3A-0245,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001061,0.001544,neutral,neutral
T3A-0547,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002288,0.001119,neutral,neutral
T3A-0240,both_or_ambiguous,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.992251,0.987171,entailment,entailment
T3A-0874,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.016439,0.024640,contradiction,contradiction
T3A-0292,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.034410,0.005189,contradiction,neutral
T3A-0626,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.017388,0.002572,neutral,neutral
T3A-0455,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.004081,0.001441,neutral,neutral
T3A-0244,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.016337,0.002803,neutral,neutral
T3A-0693,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002331,0.000719,neutral,neutral
T3A-0374,reading_2,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.123949,0.620430,neutral,entailment
T3A-0421,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002172,0.002764,neutral,neutral
T3A-0045,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.003418,0.001866,neutral,neutral
T3A-0809,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.183013,0.374494,neutral,neutral
T3A-0170,reading_2,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.005804,0.561603,neutral,entailment
T3A-0869,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.048013,0.066921,neutral,neutral
T3A-0710,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.017773,0.015794,neutral,neutral
T3A-0186,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.137640,0.046667,neutral,neutral
T3A-0167,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.003195,0.003639,neutral,neutral
T3A-0158,reading_1,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.993396,0.868154,entailment,entailment
T3A-0761,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000828,0.000905,neutral,neutral
T3A-0612,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.060489,0.009839,neutral,neutral
T3A-0135,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001014,0.001010,neutral,neutral
T3A-0934,reading_2,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.213521,0.970386,neutral,entailment
T3A-0345,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.003627,0.012629,neutral,neutral
T3A-1015,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.012603,0.001485,neutral,neutral
T3A-0848,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.464156,0.108235,neutral,neutral
T3A-0754,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002776,0.002512,contradiction,contradiction
T3A-0553,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.010674,0.006456,neutral,neutral
T3A-0899,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.163807,0.149555,neutral,neutral
T3A-0104,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.170904,0.032834,neutral,neutral
T3A-0303,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.011252,0.002852,neutral,neutral
T3A-0951,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.051795,0.006600,neutral,neutral
T3A-0159,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001354,0.000774,neutral,neutral
T3A-0982,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.003174,0.009346,neutral,neutral
T3A-0232,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.003008,0.003934,contradiction,contradiction
T3A-0197,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.082406,0.309728,neutral,neutral
T3A-1013,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002314,0.003112,neutral,neutral
T3A-0350,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.054885,0.131911,neutral,neutral
T3A-0220,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.004323,0.014916,neutral,neutral
T3A-0185,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.386890,0.165437,neutral,neutral
T3A-1061,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001326,0.001080,neutral,neutral
T3A-1042,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.044428,0.007086,neutral,neutral
T3A-0019,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.005375,0.002330,neutral,contradiction
T3A-1032,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001129,0.000994,neutral,neutral
T3A-0521,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001582,0.003146,neutral,contradiction
T3A-0434,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002757,0.028580,neutral,neutral
T3A-0833,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000902,0.000907,neutral,neutral
T3A-0814,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001848,0.002052,contradiction,neutral
T3A-0096,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.015621,0.009429,neutral,neutral
T3A-0996,reading_2,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.129919,0.942938,neutral,entailment
T3A-0702,both_or_ambiguous,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.553936,0.573722,entailment,entailment
T3A-0720,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002015,0.001457,neutral,neutral
T3A-0687,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.008627,0.008142,neutral,neutral
T3A-0131,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.020362,0.057826,neutral,neutral
T3A-0337,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.050833,0.140767,neutral,neutral
T3A-0871,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001519,0.009351,neutral,neutral
T3A-0386,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.028333,0.003030,neutral,contradiction
T3A-0965,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.039574,0.011858,neutral,neutral
T3A-0772,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.005291,0.001642,neutral,neutral
T3A-0858,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.017437,0.042721,neutral,neutral
T3A-0726,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.106728,0.016603,neutral,neutral
T3A-0610,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.007287,0.029527,neutral,neutral
T3A-0971,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.003939,0.055336,neutral,neutral
T3A-0402,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001442,0.009064,neutral,neutral
T3A-0679,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.014844,0.053645,neutral,neutral
T3A-0716,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001773,0.002378,neutral,neutral
T3A-1078,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.003206,0.006460,neutral,neutral
T3A-0851,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.034881,0.024789,neutral,neutral
T3A-0359,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.009564,0.010220,neutral,neutral
T3A-0145,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.027041,0.009188,neutral,neutral
T3A-0680,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001381,0.003819,neutral,neutral
T3A-0597,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.036282,0.066943,neutral,neutral
T3A-1018,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.003238,0.003021,neutral,neutral
T3A-0913,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.004332,0.008456,neutral,neutral
T3A-0154,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.037558,0.034942,neutral,neutral
T3A-0618,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001450,0.004077,neutral,neutral
T3A-0673,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.005848,0.003734,neutral,neutral
T3A-0742,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.016701,0.050539,neutral,neutral
T3A-0259,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001814,0.005955,neutral,neutral
T3A-1001,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000983,0.000852,neutral,neutral
T3A-0396,reading_1,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.971488,0.755085,entailment,entailment
T3A-0999,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002919,0.001709,neutral,neutral
T3A-0572,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001893,0.001058,neutral,neutral
T3A-0097,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002275,0.002906,neutral,neutral
T3A-0338,reading_1,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.676554,0.010717,entailment,neutral
T3A-0068,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.416694,0.139945,neutral,neutral
T3A-0343,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.008604,0.004766,neutral,neutral
T3A-0663,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.042135,0.037825,neutral,neutral
T3A-1033,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.004527,0.001105,neutral,neutral
T3A-1051,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.003582,0.001816,neutral,neutral
T3A-0613,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.005784,0.005928,neutral,neutral
T3A-1045,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000821,0.000638,neutral,neutral
T3A-0347,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002652,0.003128,neutral,neutral
T3A-0794,reading_1,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.817003,0.048238,entailment,contradiction
T3A-0419,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.004909,0.001477,neutral,neutral
T3A-0397,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001121,0.134602,neutral,neutral
T3A-0290,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001502,0.002005,neutral,neutral
T3A-0382,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.211343,0.013549,neutral,neutral
T3A-0373,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.022185,0.137313,neutral,neutral
T3A-0163,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000856,0.002098,neutral,neutral
T3A-0625,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.289934,0.021429,neutral,neutral
T3A-0536,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000168,0.008126,contradiction,contradiction
T3A-0921,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.004348,0.065682,neutral,neutral
T3A-0450,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.019128,0.054864,contradiction,contradiction
T3A-0449,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.098756,0.074217,contradiction,neutral
T3A-1070,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.007012,0.008731,neutral,neutral
T3A-0254,reading_2,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.401241,0.993186,neutral,entailment
T3A-0041,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.037792,0.078225,neutral,neutral
T3A-0177,reading_1,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.988000,0.003674,entailment,neutral
T3A-0662,both_or_ambiguous,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.982446,0.989162,entailment,entailment
T3A-0517,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.003166,0.002925,neutral,neutral
T3A-0087,reading_2,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.498251,0.711508,entailment,entailment
T3A-0732,both_or_ambiguous,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.991283,0.942999,entailment,entailment
T3A-0352,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.012857,0.009674,neutral,neutral
T3A-0894,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.078276,0.001444,neutral,neutral
T3A-0462,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002726,0.000733,neutral,neutral
T3A-0064,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.137936,0.086289,neutral,neutral
T3A-0927,reading_1,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.958634,0.804181,entailment,entailment
T3A-0514,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.019503,0.002404,neutral,neutral
T3A-0488,both_or_ambiguous,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.959336,0.958248,entailment,entailment
T3A-0620,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001532,0.000742,neutral,neutral
T3A-0330,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.028717,0.205225,neutral,neutral
T3A-0193,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.310328,0.177627,neutral,neutral
T3A-0668,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.052726,0.088172,neutral,neutral
T3A-0586,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000805,0.000922,neutral,neutral
T3A-0830,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001620,0.001356,neutral,neutral
T3A-0461,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.088549,0.040016,neutral,neutral
T3A-0043,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.184935,0.321312,neutral,neutral
T3A-0757,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001196,0.000946,neutral,neutral
T3A-0811,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001646,0.001816,neutral,neutral
T3A-0568,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.007515,0.001422,neutral,neutral
T3A-0595,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.021926,0.038446,neutral,neutral
T3A-0474,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002676,0.001873,neutral,neutral
T3A-0394,reading_2,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.506338,0.683929,entailment,entailment
T3A-0853,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001671,0.005291,neutral,neutral
