blind_id,instance_id,model_blind,ambiguous_sentence,ambiguity_side,gold_reading_1,gold_reading_2,gold_readings_extra,continuation,human_label,notes
T3A-0150,79580,Model A,I couldn't find my glasses.,hypothesis,I wasn't able to find my glasses.,I had lost my glasses.,,I had to go back and get them.,,
T3A-1068,17623,Model A,She was very close to her grandmother.,premise,She had a very close relationship with her grandmother.,She was physically very close to her grandmother.,,write: She was very close to her grandmother.,,
T3A-0242,45244,Model A,He's a charmer.,premise,He's a charming man.,He's a snake charmer.,,"He's well liked, he's charismatic, he's good with his girls, he's a great coach, he's smart and he's a good judge of",,
T3A-0152,32_c,Model A,Peter believes someone is out to get him.,hypothesis,There is a particular person who Peter believes is out to get him.,Peter believes someone out there is out to get him.,,"I don't think he has a good reason, though.",,
T3A-0835,43557,Model B,They were close to finding a cure for the disease.,premise,"They were close to finding a cure for the disease, which may or may not exist.","They were close to finding a cure for the disease, which exists.",,29,,
T3A-0661,81494,Model B,The company's IT systems must be able to integrate with the new software.,premise,The company's IT systems need to be able to integrate with the new software.,It must be the case that the company's IT systems are able to integrate with the new software.,,"26 (1) Now, if it were possible -- and you wish to find out, Kaiser, what means are provided in Order for the fulfillment of this request",,
T3A-0839,55114,Model B,This law is designed to protect the environment.,premise,This law is designed mainly to protect the environment.,"This law is designed to protect the environment, possibly among other goals.",,I think this law will in fact protect it in the long run by trying to change the mindset of companies recognising that profits are not only measured by the,,
T3A-0745,69556,Model B,It is difficult to believe that the author of such a masterpiece could have been only twenty-three years old when he wrote it.,premise,It is shocking that the author of such a masterpiece was only twenty-three years old when he wrote it.,It is questionable that the author of such a masterpiece might have been only twenty-three years old when he wrote it.,,1923 is a remarkable book that resembles a film in its depiction of characters and surroundings so quietly and yet so vividly.,,
T3A-0360,12324,Model A,He was appointed to the position.,hypothesis,He was selected for the position without the direct participation of the public.,He was chosen for the position.,,"The governor was appointed by the superior officer, who was appointed by the President, and was approved by the Senate.",,
T3A-0358,45809,Model A,I'm pretty sure that the answer is no.,premise,"I'm pretty sure, but not completely sure, that the answer is no.","I'm pretty sure, maybe even completely sure, that the answer is no.",,"I don't know the details of the situation, however, and cannot comment on that.",,
T3A-0795,28507,Model B,It is possible that he will get the job.,premise,"It is possible that he will get the job, though not probable.",There is a non-zero chance that he will get the job.,,2.,,
T3A-0199,19099,Model B,More and more people will find it difficult to make ends meet.,hypothesis,It is expected that more and more people will find it difficult to make ends meet.,It is certain that more and more people will find it difficult to make ends meet.,,"For some, all of their resources will be wiped out.",,
T3A-0909,9_c,Model B,I'm afraid that we're going to have to find a new manager.,premise,I'm worried that we're going to have to find a new manager.,"Unfortunately, we're going to have to find a new manager.",,We didn't sell a lot of cookies so I'm pretty shopworn.,,
T3A-0544,8_c,Model A,He gave me a start.,premise,He gave me a head start.,He startled me.,,I rolled my eyes.,,
T3A-1005,27067,Model B,The study found that half of all Americans are in favor of gun control.,hypothesis,The study found that about half of all Americans are in favor of gun control.,The study found that exactly half of all Americans are in favor of gun control.,,"However, when it came to how a school shooting would affect gun laws they were divided.",,
T3A-0649,6883,Model B,The company's sales increased by 10% last year.,hypothesis,The company's sales increased by at least 10% last year.,The company's sales increased by exactly 10% last year.,,"40% of the company's sales were made during the first half of the year, after which there was a 20% decrease in sales for the second half",,
T3A-1086,18_c,Model A,There will be more interesting seminars next quarter.,hypothesis,There will be more seminars next quarter that are interesting.,There will be seminars next quarter that are more interesting.,,1.,,
T3A-0079,103542,Model B,He was tired.,hypothesis,He was physically exhausted.,He was sleepy.,,6% of total.,,
T3A-0173,57079,Model B,The United Nations has been accused of a failure to investigate the charges of human rights abuses.,premise,"The United Nations has been accused of a failure to investigate the charges of human rights abuses, which was its an obligation to do.","The United Nations has been accused of a failure to investigate the charges of human rights abuses, which may or may not have been their obligation.",,"24 hours after the attacks in Xinjiang, a strong response and tougher stance was demanded from the world leaders and organizations.",,
T3A-0798,6351,Model A,We examine the effect of family structure on child outcomes.,premise,We examine the possible effect of family structure on child outcomes.,We examine the established effect of family structure on child outcomes.,,We examine the effect of family structure on the number of hours women and the demographics of the labor force.,,
T3A-0342,92061,Model A,He was my brother.,hypothesis,He was my biological brother.,He was my brother from another mother.,,I loved him.,,
T3A-0227,10932,Model B,The company has been losing money for the past three years.,hypothesis,The company has been making less and less money for the past three years.,The company has been making a loss for the past three years.,,17.,,
T3A-0348,85_c,Model A,The entire class was really uncomfortable.,hypothesis,The entire duration of the class was really uncomfortable.,Everyone in the class was really uncomfortable.,,It wasn't like he was bad or anything.,,
T3A-1076,6_c,Model A,I am not smart because I did a PhD.,premise,I am not necessarily smart just because I did a PhD.,"I am not smart, because I did a PhD.","I am smart, but not because I did a PhD.",I am not clever because I own businesses.,,
T3A-0318,22534,Model A,I've been waiting for this day for years.,premise,I've been waiting in excitement for this day for years.,I've been expecting this day for years.,,"It was the first thing I read in the breached article, and I was just a teenager at the time.",,
T3A-0892,74488,Model A,I still can't believe it happened.,hypothesis,I nevertheless can't believe it happened.,I continue not to believe it happened.,,I'm just saying this to you to let you know that there is still help out there.,,
T3A-0406,85489,Model A,The students were all required to read the play for homework.,premise,"The students were all required to read the play for homework, possibly among other tasks.",The students were all required only to read the play for homework.,,The teacher was also required to read the play in front of the class.,,
T3A-0081,69139,Model B,It's hard to say.,premise,It's hard to determine.,It's hard to articulate.,,Do we simulate sunspots and include that error or don't we.,,
T3A-0537,5708,Model B,"The law is a bit like a game, in that there are rules that must be followed in order to win.",premise,"The law is a bit like a game, and even maybe it is a game, in that there are rules that must be followed in order to win.","The law is a bit like a game, but it is not a game, in that there are rules that must be followed in order to win.",,79.,,
T3A-0411,43773,Model B,"I'm not saying that it's going to be easy, but it's going to be worth it.",premise,"I'm not saying that it's going to be easy, because it won't be, but it's going to be worth it.","I'm not saying that it's definitely going to be easy, as it may or may not be, but it's going to be worth it.",,3..,,
T3A-0604,40717,Model A,Some people are under the impression that exercising in the morning is the best time to do so.,premise,Some people are under the false impression that exercising in the morning is the best time to do so.,Some people believe that exercising in the morning is the best time to do so.,,The truth is that there is no perfect time to exercise.,,
T3A-0955,48066,Model B,It is disheartening to think that our government would rather build walls than bridges.,premise,It is disheartening to consider the possibility that our government would rather build walls than bridges.,It is disheartening that our government would rather build walls than bridges.,,"The isolation, privilege, and scarcity mentality, which created the wall in the first place is a sad commentary indeed.",,
T3A-0250,13512,Model A,I'm afraid the cat was hit by a car.,premise,I'm sorry to share that the cat was hit by a car.,I'm worried that the cat was hit by a car.,,Question: What has happened?,,
T3A-0109,82241,Model B,One of the main purposes of education is to prepare students for the real world.,hypothesis,One of the main purposes of education is to prepare students for the real world of work.,One of the main purposes of education is to prepare students for the entire world.,,"While that task seems nearly impossible, teachers are the best examples of real world exploration and problem solving.",,
T3A-0865,14_c,Model B,I swore to myself.,premise,I cussed to myself.,I promised to myself.,,"30 last three years at Plus don't use other than a sweet one price is the fastest-selling enamel, engineered stone, granite and other diamond hematite diamond that",,
T3A-0448,38422,Model A,The manager was happy with the way that the team had performed.,premise,The manager was satisfied with the way that the team had performed.,The manager was elated with the way that the team had performed.,,.,,
T3A-0091,86796,Model B,Trying a different strategy would be good.,hypothesis,Trying a different strategy will necessarily be good.,Trying a different strategy would be a good idea.,,2 Images.,,
T3A-0371,17413,Model B,A lot of people think that video games are a waste of time.,premise,"A lot of people, possibly all of them, think that video games are a waste of time.","A lot of people, though not all, think that video games are a waste of time.",,"1 of the most popular games in the world, Second lifetime, creates an entire community of lawn mowing service, fake dating, and internet gambling.",,
T3A-0707,25982,Model B,The workers went on strike because they were not being paid enough.,premise,"The workers went on strike because although they were being paid, they were not being paid enough.","The workers went on strike because they were not being paid enough, which may include not being paid at all.",,16.,,
T3A-0852,36761,Model A,We can use this definition to help us see when we are acting selfishly.,premise,"We can use this definition to help us see when we are acting selfishly, and when we are not.",We can use this definition to help us identify some cases of when we are acting selfishly.,,"When we are acting selfishly, we are acting in our self-interest.",,
T3A-0472,89_c,Model A,Patrick did not manage to leave.,premise,"Patrick did not manage to leave, despite his attempt.","Patrick did not manage to leave, whether or not he tried.",,He got lost and lost in the woods for the rest of the day.,,
T3A-1021,85462,Model B,"Since prehistoric times, people have been using geometry to study the world around them.",premise,"Since prehistoric times, people have been using geometry to learn about the world around them.","Since prehistoric times, people have been using geometry to try to study the world around them.",,"Although it was originally developed to model objects in the physical world, centuries later it has been successfully applied to many other aspects of life, including RF design.",,
T3A-1063,67_c,Model B,"To get in, you will need an entrance fee of $10 or your voucher and your driver's license.",premise,"To get in, you will need an entrance fee of $10 or both your voucher and your driver's icense.","To get in, you will need your driver's license and either an entrance fee of $10 or your voucher.",,1 per stateroom booked on sail date.,,
T3A-0176,85938,Model A,I'm going to take a break from work.,hypothesis,I'm going to take a break from doing work.,I'm going to take a break from my job.,,I'm going to relax.,,
T3A-0333,84972,Model B,It can be inferred from this that he is not interested in the meeting.,premise,This shows that he is not interested in the meeting.,One might infer from this that he is not interested in the meeting.,,6:02 - Ajay.,,
T3A-0022,107_c,Model A,Desegregation was becoming disbanded in Charlotte thanks to the magnet schools.,hypothesis,Desegregation was fortunately becoming disbanded in Charlotte because of the magnet schools.,Desegregation was becoming disbanded in Charlotte at the fault of the magnet schools.,,"In Houston, desegregation was accomplished in the early 1980s, but by the end of the decade, most schools were again",,
T3A-0945,77_c,Model B,The editor did not find many mistakes in the paper.,premise,There were many mistakes in the paper that the editor did not find.,The editor searched for mistakes in the paper and did not find many.,,3rd discussion was raising by editor: In terminal I saw this error before running checks checks/fitting_raw_TammFileErr check_status_messages - #DE,,
T3A-0118,67165,Model A,This is not to say that there is no hope for the future.,premise,"This is not to say that there is no hope for the future, because there is.",This is not to claim that there is no hope for the future.,,"However, I think we need to factor in the reality of the situation, and the possibility that it is just a short term continuation of the status quo.",,
T3A-0979,64029,Model B,"According to the latest reports, the number of people who are unemployed in the United States has reached a record high.",premise,"As shown by the latest reports, the number of people who are unemployed in the United States has reached a record high.","At least acccording to the latest reports, the number of people who are unemployed in the United States has reached a record high.",,12.4 million people in the US were reportedly unemployed in May 2020.,,
T3A-0428,77092,Model A,I think that the new software is not very user-friendly.,premise,"I think that the new software is not exceptionally user-friendly, though it may be somewhat user-friendly.",I think that the new software is not user-friendly.,,"It takes a lot of effort to get a game going on the store, and it's a huge pain to get people to play your games.",,
T3A-0656,26677,Model A,The conference is being attended by the President.,hypothesis,The conference is currently being attended by the President.,The conference will be attended by the President.,,The President is not attending the conference.,,
T3A-0727,6668,Model B,The cause of the company's financial problems is unknown.,hypothesis,The cause of the company's financial problems is unknown to everyone.,The cause of the company's financial problems is unknown to the board.,,2.,,
T3A-0415,49215,Model B,I'm not saying that she's not beautiful.,premise,"I'm not saying that she's not beautiful, because she is.","I'm not saying that she's not beautiful, though that may be the case.",,"9 out of 10 women, especially those who aren't body-positive will disapprove.",,
T3A-0588,59570,Model A,The evidence does not support the conclusion that the intervention was effective.,premise,"The evidence does not support the conclusion reached, which was that the intervention was effective.",The evidence does not support a possible conclusion that the intervention was effective.,,"The study did not provide any information about the effectiveness of the intervention, as it only focused on the characteristics of the participants and the types of treatments received",,
T3A-0440,17416,Model A,A number of my friends have been affected by the recent lay-offs.,premise,"A number of my friends, though not all of them, have been affected by the recent lay-offs.","A number of my friends, possibly all of them, have been affected by the recent lay-offs.",,A./ B.who C.this D.which 答案:A.,,
T3A-1067,17623,Model B,She was very close to her grandmother.,premise,She had a very close relationship with her grandmother.,She was physically very close to her grandmother.,,"Height, Weight, Eye Color Fashioned a successful 18-year career in Croatia, with increasing access to European competitions.",,
T3A-0321,101467,Model B,"In a democracy, the will of the people is supposed to be reflected in the government.",premise,"In a democracy, the will of the people is supposed to be reflected in the government, even though it isn't always.","In a democracy, the will of the people is supposed to be reflected in the government, whether or not it always is.",,But too much of policy is decided by unaccountable elites.,,
T3A-0958,75807,Model A,I have never been to Europe.,hypothesis,I have never been to Europe before this trip.,"I have never been to Europe, including now.",,I am planning to do a road trip to Europe.,,
T3A-0080,103542,Model A,He was tired.,hypothesis,He was physically exhausted.,He was sleepy.,,B、He was angry.,,
T3A-0944,34579,Model A,The President is not required to comply with the law.,hypothesis,The office of the President is not beholden to the law.,The current President is not being held accountable to the law.,,B The President is required to comply with the law.,,
T3A-0471,89_c,Model B,Patrick did not manage to leave.,premise,"Patrick did not manage to leave, despite his attempt.","Patrick did not manage to leave, whether or not he tried.",,"1989 so did not meld with those generation, with that without-nip, humor.",,
T3A-0020,108_c,Model A,I've only lived in the northern part of Seattle.,premise,"In Seattle, I've only lived in the northern part.",I haven't lived anywhere in the world besides the northern part of Seattle.,,I've never been to Tacoma.,,
T3A-0447,38422,Model B,The manager was happy with the way that the team had performed.,premise,The manager was satisfied with the way that the team had performed.,The manager was elated with the way that the team had performed.,,すべてをベストに.,,
T3A-0044,101528,Model A,The students may have to wear uniforms to school.,hypothesis,The students may or may not have to wear uniforms to school.,There is a non-zero chance that the students have to wear uniforms to school.,,A.,,
T3A-0760,22885,Model A,The company will not release its earnings report next week.,hypothesis,The company is not expected to release its earnings report next week.,"The company will not, in reality, release its earnings report next week.",,Question:,,
T3A-0883,96696,Model B,It's not my problem.,premise,It's not my issue.,It's not my question (the kind raised to inspire thought).,,0 and 1 are constants.,,
T3A-0407,888,Model B,"The U.S. Department of Justice is now moving to shut down the ""welfare to work"" program in six states, including California, Florida, and Michigan.",premise,"The U.S. Department of Justice is now executing the shutdown the ""welfare to work"" program in six states, including California, Florida, and Michigan.","The U.S. Department of Justice is now moving towards the goal of shutting down the ""welfare to work"" program in six states, including California, Florida, and Michigan.",,"325,000 people -- some of whom count on the program for their entire welfare support -- would have to get cash assistance from a state, city, or social",,
T3A-0074,56909,Model A,The study found that people who are more conscientious are more likely to be successful.,premise,The study showed that people who are more conscientious are more likely to be successful.,The study concluded that people who are more conscientious are more likely to be successful.,,"So, people who are more conscientious are more likely to be successful.",,
T3A-0363,26_c,Model B,"Jon will wash his car, and Mary will too.",hypothesis,"Jon will wash his car, and Mary will wash hers.",Jon and Mary will both wash Jon's car.,,1.,,
T3A-0826,89916,Model A,The animal was not injured in the accident.,premise,"Though the animal was in the accident, it was not injured.","The animal was not injured in the accident, whether or not it was in the accident at all.",,1.,,
T3A-0685,5547,Model B,She didn't mean to hurt him.,premise,"She didn't mean to hurt him, but she did.","She didn't intend to hurt him, whether or not she actually did.",,"6, the houses were furnished with rankest Indian shawls, released the breath holdingsmp pistol dome weapon from his lungs in a How poignant these details of",,
T3A-0854,15100,Model A,I'm not sure if I'm ready to make that commitment.,premise,I'm not sure whether I'm ready to make that commitment or not.,I'm not ready to make that commitment.,,"For me, I would love to have a child, and I have a lot of feelings about it, but I'm not sure if I want to",,
T3A-0573,54530,Model B,Some of the students are required to wear uniforms.,hypothesis,"Some, perhaps all, of the students are required to wear uniforms.","Some of the students are required to wear uniforms, and others are not.",,3/4 of them are required to wear uniforms.,,
T3A-0513,16733,Model B,He refused to give up because he was failing.,hypothesis,He refused to give up as a result of his failing.,"He refused to give up, because he was failing.",,He failed the ozone layer test in high school.,,
T3A-1055,57513,Model B,The most important thing for our company is to increase sales.,premise,"The most important thing for our company is to increase sales, among other important things.","The most important, perhaps the only important, thing for our company is to increase sales.",,"25 cents for every 10 second placement, unique orders are not counted again.",,
T3A-1065,20_c,Model B,I hope there is more contemporary music on the rest of the program.,premise,"I hope there is more music that is contemporary on the rest of the program, too.",I hope there is music that is more contemporary on the rest of the program.,,"I mean Bach isn't dead, surely, but there doesn't seem to be much contemporary composers in the Vienna Philharmonic.",,
T3A-0546,53256,Model A,"In the first half of the movie, the protagonist is trying to figure out what is going on.",premise,"In only the first half of the movie, the protagonist is trying to figure out what is going on.","In the first half of the movie and possibly for longer, the protagonist is trying to figure out what is going on.",,"Then in the second half of the movie, the protagonist tries to figure out his identity and who he is.",,
T3A-0390,99204,Model A,"The cake was so dry, it was inedible.",hypothesis,"The cake was so dry, it was not suitable for eating.","The cake was so dry, it was not safe to eat.",,My husband had to cut it with a knife.,,
T3A-0133,81678,Model B,The child will want to imitate the parent.,hypothesis,"In general, the child will want to imitate the parent.",The particular child will want to imitate the parent.,,The parent wants the child to learn how to walk and propel themselves away from or towards an object.,,
T3A-0180,49222,Model A,It is not unheard of for a business to make a profit in its first year.,premise,"It is unexpected, but not unheard of, for a business to make a profit in its first year.",There are known cases where a business makes a profit in its first year.,"There are cases where a business makes a profit in its first year, in addition to cases where they make a loss.","However, in the case of a for-profit business, you are most likely to make a profit in the next 5 years.",,
T3A-1003,11059,Model B,We will have to leave early if we don't want to get there after dark.,hypothesis,We will have to leave early if we want to get there before dark.,We will have to leave early if we want to get there before dark or not get there at all.,,"今天晚上很黑,所以我们必须早点儿在那里。 We left early in the morning the next day.",,
T3A-0765,98062,Model B,A study conducted by researchers at the University of Michigan found that people who consume a lot of fast food are more likely to be depressed.,premise,It was shown in a study conducted by researchers at the University of Michigan that people who consume a lot of fast food are more likely to be depressed.,A study conducted by researchers at the University of Michigan concluded that people who consume a lot of fast food are more likely to be depressed.,,The researchers in this study aimed to examine if there is an association between depression and fast food consumption using the Behavioral Risk Factor Surveillance System (BRFSS).,,
T3A-0510,62408,Model A,The city is not a good place to find a job.,hypothesis,The city is not an easy place to find a job.,The city is not a good place to work.,,The city is not a hospital.,,
T3A-1060,23495,Model A,The museum is open from 9am to 5pm.,premise,"The museum is open from 9am to 5pm, and only during those times.","The museum is open from 9am to 5pm, and possibly other hours too.",,"If the week it is rainy, the museum is closed during those hours.",,
T3A-1074,42_c,Model A,No bathroom bill made it to Abbott’s desk by the end of the legislative session in May.,premise,"Of the bills that made it to Abbott’s desk by the end of the legislative session in May, none of them were bathroom bills.","No bathroom bill made it to Abott's desk by the end of the legislative session in May, whether or not other bills did.",,1.,,
T3A-0336,60164,Model A,I don't know if I should tell her the truth.,premise,I don't know if I should tell her the truth or a lie.,"I don't know if I should tell her the truth, or tell her nothing at all.",,"I don't want to hurt her, but I don't want to hurt myself either.",,
T3A-0297,140_c,Model B,I don't taste anything fishy.,premise,I don't taste anything suspicious.,I don't taste anything similar to fish.,,"1 serving provides 145 calories, 0 g sugar, 0 g fat, 0 mg cholesterol, 2 g saturated fat, 490 mg sodium",,
T3A-0262,4_c,Model A,I saw a crane on my walk.,premise,I saw a construction crane on my walk.,"I saw a crane, as in the bird, on my walk.",,I saw a falcon on my walk.,,
T3A-0783,36760,Model B,We will be able to see things more clearly then.,premise,We will be able to see things more clearly at a later point in time.,"As a result, we will be able to see things more clearly.",,1.,,
T3A-0141,34748,Model B,"In the story, the protagonist tries to save the world from destruction.",premise,"In the story, the protagonist tries to save the world from destruction which is imminent.","In the story, the protagonist tries to save the world from destruction, but it may or may not be happening.",,"1,000,000 BC — A primitive tribe on a remote resort in Southern Africa slowly descends into madness as a massive fortune in diamonds and uranium washes",,
T3A-0786,31860,Model A,One of the most important factors in the development of the American economy was the rise of the industry.,premise,"One of the most important factors in the development of the American economy was the rise of the industry, but it was not the single most important factor.","One of the most important factors, perhaps the single most important factor, in the development of the American economy was the rise of the industry.",,"At the beginning of the 19th century, the American economy was mainly based on agriculture and trade.",,
T3A-0217,102690,Model B,"It was raining, so I stayed home.",premise,"It was raining, so I stayed home; otherwise I would have gone outside.","It was raining, so I stayed home, though there may have been other reasons too.",,It felt like a perfect time to tackle the pile of heavy weight reported readings of Daniel that had been piling up on my nightstand.,,
T3A-0969,1035,Model B,Some people believe that extraterrestrial life exists on other planets.,premise,"Some people, but not many, believe that extraterrestrial life exists on other planets.","Some people, and possibly many, believe that extraterrestrial life exists on other planets.",,"500 years ago, only a few people believed this.",,
T3A-0309,34881,Model B,"In many cases, people who are colorblind can see colors, but they are not as vibrant.",premise,"In many but not all cases, people who are colorblind can see colors, but they are not as vibrant.","In many, perhaps all cases, people who are colorblind can see colors, but they are not as vibrant.",,Other people that are colorblind can't see any colors at all.,,
T3A-0210,73923,Model A,I don't have time for a meeting at 3pm.,hypothesis,I don't know how to make time for a meeting at 3pm.,I don't have time for a new meeting at 3pm.,,I have a meeting at 3pm.,,
T3A-0008,43_c,Model A,Some of the graduates of my program have moved on to other things because the jobs suck.,hypothesis,Only some of the graduates of my program have moved on to other things because the jobs suck.,At least some of the graduates of my program have moved on to other things because the jobs suck.,,"The jobs are often underpaid, overworked, and not that interesting.",,
T3A-0057,63905,Model B,"We all know that exercise is good for us, but few of us actually make the time to do it.",premise,"We specifically know that exercise is good for us, but few of us actually make the time to do it.","Everyone knows that exercise is good for us, but few of us actually make the time to do it.",,"We lament that we should eat a little less, or not go for the ice cream, or be sure to drink our 15 glasses of water each day",,
T3A-0614,83_c,Model A,Twice a car passed while he was fidgeting with the lock of the house.,premise,A particular car passed twice while he was fidgeting with the lock of the house.,Two cars passed while he was fidgeting with the lock of the house.,,"The first car passed when he was trying to open the door, and the second car passed when he was trying to lock the door.",,
T3A-0405,85489,Model B,The students were all required to read the play for homework.,premise,"The students were all required to read the play for homework, possibly among other tasks.",The students were all required only to read the play for homework.,,Mrs.,,
T3A-0226,24928,Model A,He would be a great president if he was more level-headed.,premise,"He would be a great president if he was level-headed, which he is not.",He would be a great president if he was more level-headed than he currently is.,,"He's a very smart man, but he's also a bit unstable.",,
T3A-0047,97_c,Model B,I think he's at Google.,premise,I think he's on the Google campus.,I think he's employed at Google.,,Looks like he had a paper for SPLASH this year?,,
T3A-0316,48703,Model A,It's going to be hot today.,premise,It’s not hot right now but it’s going to be hot today.,It’s going to be hot today but it may or may not be hot right now,,It's going to be hot by 10 degrees.,,
T3A-0684,1747,Model A,I am not trying to downplay the seriousness of the situation.,premise,"I am not trying to downplay the seriousness of the situation, which may or may not actually be serious.",I am not trying to downplay that the situation is serious.,,"But I am trying to explain how the central government and its citizens responded to the emergency, and how the local government responded to their actions.",,
T3A-0540,123_c,Model A,"The teacher told the students that they needed to be quiet, in order to hear the guest speaker.",premise,"The teacher, in order to hear the guest speaker, told the students that they needed to be quiet.",The teacher told the students that they needed to be quiet in order for them to hear the guest speaker.,,"If the students were not quiet, the teacher would give them one ruler.",,
T3A-0499,1838,Model B,The most likely explanation for the decline in support for the war is that the American public has lost faith in the government's ability to win the war.,premise,"The American public has lost faith in the government's ability to win the war, which is the most likely explanation for the decline in support for the war.",The most likely explanation for the decline in support for the war is the possibility that American public has lost faith in the government's ability to win the war.,,295 people...both parents work 3 times more likely to be raised by a single mother or father,,
T3A-0608,4184,Model A,I can't believe that he ate an entire pizza by himself.,premise,I refuse to believe that he ate an entire pizza by himself.,I am shocked that he ate an entire pizza by himself.,,"He is a very moderate, healthy eater.",,
T3A-1000,16_c,Model A,I hope you had a well-deserved break.,premise,I hope you deserved your break.,"I hope you had a break, which you deserved to have.",,"It was a big day yesterday, and I got to spend the afternoon with a few of my coworkers who are working on some internal projects.",,
T3A-0695,66695,Model B,The leader must be able to make decisions.,hypothesis,The leader needs to be able to make decisions.,The leader is clearly able to make decisions.,,11.,,
T3A-1038,41_c,Model A,LaBeouf had tried to bum a smoke from a police officer.,hypothesis,LaBeouf had tried to find a police officer to bum a smoke from.,LeBeouf had tried to bum a smoke from someone who happened to be a police officer.,,"LaBeouf, however, had not proven the identity of the officer and was unable to bum a smoke from the officer.",,
T3A-0114,54419,Model A,I'm not going to sugarcoat this: you need to shape up or you're going to get fired.,premise,"I'm not going to sugarcoat this: if you don't shape up, it will cause you to get fired.","I'm not going to sugarcoat this: one of the two possibilities is true — you're going to get fired, or you need to shape up.",,"I'm not going to fire you for being inconsistent, but you need to know how to manage your time so you're not being a distraction to everyone else.",,
T3A-1035,75347,Model B,The effects of the disease are not yet fully understood.,premise,The effects of the disease on the body are not yet fully understood.,The larger impacts of the disease are not yet fully understood.,,6-7 The highconcentration is nephrotoxic and can cause coma.198 Congenital CNS iopanoic acid degeneration.,,
T3A-0354,45281,Model A,The novel has been translated into more than twenty languages.,premise,The novel has been translated into just over twenty languages.,"The novel has been translated into more than twenty languages, possibly many more.",,新句子:The novel has been translated into more than twenty languages.,,
T3A-0117,67165,Model B,This is not to say that there is no hope for the future.,premise,"This is not to say that there is no hope for the future, because there is.",This is not to claim that there is no hope for the future.,,Many people have left the United States after completing degree programs for positions around or above the scale that Studio was paying me.,,
T3A-0525,36637,Model B,"If you take the time to proofread your work, you will catch most of your errors.",premise,"If and only if you take the time to proofread your work, you will catch most of your errors.","If you take the time to proofread your work, you will catch most of your errors, though there may be other ways to catch them too.",,"00 ), this in effect turns each earning member of the sailor�Michael Bond ultimately comes across a Bright Eyes� another sad scene ( this being the working mom�s",,
T3A-0774,134_c,Model A,My sister married one of her friends.,hypothesis,My sister wed one of her friends.,My sister conducted the marriage for one of her friends.,,A.,,
T3A-0221,28269,Model B,The report provides detailed evidence of the progress made in the last year.,premise,The report provides detailed evidence of the good progress made in the last year.,The report provides detailed evidence of the kind of progress made in the last year.,,2017 has seen great leaps forward in combating illegal wildlife trade (IWT) – to the point that some global traffickers are now paying the ultimate price for,,
T3A-0280,133_c,Model A,He is upset at his friend for revealing private information about his relationship to his teacher.,premise,He is upset at his friend for revealing to his teacher private information about his relationship.,"He is upset at his friend for revealing private information, concerning his relationship to his teacher.",,"In the end, he apologizes to the teacher and asks her to forgive his friend.",,
T3A-0425,14458,Model B,She likes to take a methodical approach to her work.,hypothesis,She tends to take a methodical approach to her work.,She enjoys taking a methodical approach to her work.,,"4, we have what are called deeply serious digits.",,
T3A-0453,12846,Model B,He was relieved.,premise,He was no longer feeling distressed.,He was let go.,He was relieved of a burden.,"20 years ruling the country and he had not pulled down a single rail line, not cut a single forest, not bloated a river, not flushed a city",,
T3A-0622,47150,Model A,It is easy to predict the future.,hypothesis,It is generally easy to predict the future.,It is always easy to predict the future.,,A.,,
T3A-0498,61780,Model A,I am going to have to increase the amount of money I spend on groceries.,premise,I am going to increase the amount of money I spend on groceries out of necessity.,"I am going to need to increase the amount of money I spend on groceries, whether or not I actually do.",,I am going to have to increase the amount I spend on whole foods.,,
T3A-0435,92025,Model B,We should give more money to charity.,premise,We should give more money to charity than we currently give.,"We should give more money to charity, including if we give nothing right now.",We should more money to charity than we currently give.,"2,000 your charity money in advance.",,
T3A-0678,9417,Model A,It was as if he had never seen the sun before.,premise,"It was as if he had never seen the sun before, even though he had.","It was as if he had never seen the sun before, whether or not that was actually the case.",,The sentiment of each sentence is as follows: 1.,,
T3A-0454,12846,Model A,He was relieved.,premise,He was no longer feeling distressed.,He was let go.,He was relieved of a burden.,He went up to the board.,,
T3A-0279,133_c,Model B,He is upset at his friend for revealing private information about his relationship to his teacher.,premise,He is upset at his friend for revealing to his teacher private information about his relationship.,"He is upset at his friend for revealing private information, concerning his relationship to his teacher.",,6.,,
T3A-0084,40091,Model A,The study found that people who slept for less than 7 hours a night were more likely to suffer from depression.,premise,The study discovered that people who slept for less than 7 hours a night were more likely to suffer from depression.,The study concluded that people who slept for less than 7 hours a night were more likely to suffer from depression.,,1 The study found that people who slept for less than 7 hours a night were more likely to suffer from depression.,,
T3A-0691,97408,Model B,I'm getting a little sick of your complaints.,premise,I'm getting a little sick of the contents of your complaints.,I'm getting a little sick of how much you complain.,,Why don't you write a list of,,
T3A-0051,96245,Model B,Many people in the town are unemployed.,premise,There are many individuals in the town who are unemployed.,Many people in the town are unemployed relative to the overall population.,,Almost everyone we know has lost their jobs in the last few years.,,
T3A-1046,60260,Model A,The boy was starving.,hypothesis,The boy was very hungry.,The boy was dying from not having enough food.,,The boy was losing his home.,,
T3A-0773,134_c,Model B,My sister married one of her friends.,hypothesis,My sister wed one of her friends.,My sister conducted the marriage for one of her friends.,,"3 months after they got married, my sister's husband complained of painful, swollen, and red eyes that would not go away with eyedrops, desensit",,
T3A-0162,63784,Model A,The painting is not very good.,premise,The painting is bad.,"The painting is not extremely good, but it may be decent.",,The painting is not very good.,,
