blind_id,instance_id,model_blind,actual_model,source_file,original_continuation_index
T3A-0886,74717,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,15
T3A-0887,75_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,58
T3A-0888,75_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,47
T3A-0889,70407,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,86
T3A-0890,70407,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,95
T3A-0891,74488,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,86
T3A-0892,74488,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,33
T3A-0893,60459,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,74
T3A-0894,60459,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,48
T3A-0895,11624,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,81
T3A-0896,11624,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,47
T3A-0897,2637,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,13
T3A-0898,2637,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,86
T3A-0899,93_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,29
T3A-0900,93_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,60
T3A-0901,53_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,3
T3A-0902,53_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,79
T3A-0903,78003,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,71
T3A-0904,78003,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,41
T3A-0905,22_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,78
T3A-0906,22_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,28
T3A-0907,97479,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,82
T3A-0908,97479,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,8
T3A-0909,9_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,81
T3A-0910,9_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,59
T3A-0911,69_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,89
T3A-0912,69_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,38
T3A-0913,139_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,83
T3A-0914,139_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,52
T3A-0915,54119,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,14
T3A-0916,54119,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,17
T3A-0917,3_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,5
T3A-0918,3_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,4
T3A-0919,21195,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,38
T3A-0920,21195,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,63
T3A-0921,93412,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,14
T3A-0922,93412,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,12
T3A-0923,4728,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,30
T3A-0924,4728,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,68
T3A-0925,71932,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,17
T3A-0926,71932,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,49
T3A-0927,65_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,58
T3A-0928,65_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,47
T3A-0929,68839,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,85
T3A-0930,68839,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,95
T3A-0931,36_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,89
T3A-0932,36_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,69
T3A-0933,15380,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,53
T3A-0934,15380,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,75
T3A-0935,26241,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,95
T3A-0936,26241,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,94
T3A-0937,83044,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,19
T3A-0938,83044,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,54
T3A-0939,97129,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,83
T3A-0940,97129,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,12
T3A-0941,39059,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,62
T3A-0942,39059,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,78
T3A-0943,34579,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,52
T3A-0944,34579,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,35
T3A-0945,77_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,4
T3A-0946,77_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,88
T3A-0947,88197,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,47
T3A-0948,88197,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,27
T3A-0949,29_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,56
T3A-0950,29_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,56
T3A-0951,70388,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,30
T3A-0952,70388,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,46
T3A-0953,115_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,12
T3A-0954,115_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,87
T3A-0955,48066,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,47
T3A-0956,48066,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,69
T3A-0957,75807,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,82
T3A-0958,75807,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,45
T3A-0959,79042,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,7
T3A-0960,79042,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,50
T3A-0961,19306,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,35
T3A-0962,19306,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,24
T3A-0963,66303,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,15
T3A-0964,66303,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,59
T3A-0965,47781,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,11
T3A-0966,47781,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,84
T3A-0967,132_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,27
T3A-0968,132_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,82
T3A-0969,1035,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,81
T3A-0970,1035,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,76
T3A-0971,54172,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,2
T3A-0972,54172,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,6
T3A-0973,31_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,42
T3A-0974,31_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,31
T3A-0975,1883,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,16
T3A-0976,1883,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,72
T3A-0977,97063,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,26
T3A-0978,97063,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,8
T3A-0979,64029,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,97
T3A-0980,64029,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,70
T3A-0981,14698,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,26
T3A-0982,14698,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,75
T3A-0983,113_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,27
T3A-0984,113_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,29
T3A-0985,57249,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,42
T3A-0986,57249,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,99
T3A-0987,12669,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,18
T3A-0988,12669,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,76
T3A-0989,89750,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,0
T3A-0990,89750,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,35
T3A-0991,46238,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,18
T3A-0992,46238,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,16
T3A-0993,26980,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,69
T3A-0994,26980,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,32
T3A-0995,82968,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,22
T3A-0996,82968,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,14
T3A-0997,45595,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,84
T3A-0998,45595,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,3
T3A-0999,16_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,16
T3A-1000,16_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,1
T3A-1001,54883,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,45
T3A-1002,54883,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,30
T3A-1003,11059,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,75
T3A-1004,11059,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,41
T3A-1005,27067,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,2
T3A-1006,27067,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,22
T3A-1007,68_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,33
T3A-1008,68_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,6
T3A-1009,96171,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,16
T3A-1010,96171,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,94
T3A-1011,25971,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,53
T3A-1012,25971,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,67
T3A-1013,34_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,14
T3A-1014,34_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,95
T3A-1015,45119,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,8
T3A-1016,45119,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,60
T3A-1017,86_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,57
T3A-1018,86_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,46
T3A-1019,74761,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,65
T3A-1020,74761,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,75
T3A-1021,85462,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,13
T3A-1022,85462,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,57
T3A-1023,73_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,64
T3A-1024,73_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,28
T3A-1025,35337,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,78
T3A-1026,35337,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,5
T3A-1027,43810,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,93
T3A-1028,43810,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,84
T3A-1029,46294,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,66
T3A-1030,46294,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,38
T3A-1031,101753,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,58
T3A-1032,101753,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,82
T3A-1033,28157,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,3
T3A-1034,28157,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,7
T3A-1035,75347,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,61
T3A-1036,75347,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,51
T3A-1037,41_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,54
T3A-1038,41_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,87
T3A-1039,57730,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,13
T3A-1040,57730,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,62
T3A-1041,27802,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,91
T3A-1042,27802,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,56
T3A-1043,76574,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,9
T3A-1044,76574,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,10
T3A-1045,60260,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,41
T3A-1046,60260,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,77
T3A-1047,92281,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,18
T3A-1048,92281,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,8
T3A-1049,94677,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,16
T3A-1050,94677,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,35
T3A-1051,60798,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,79
T3A-1052,60798,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,81
T3A-1053,71_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,74
T3A-1054,71_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,70
T3A-1055,57513,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,91
T3A-1056,57513,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,41
T3A-1057,9368,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,48
T3A-1058,9368,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,76
T3A-1059,23495,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,67
T3A-1060,23495,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,37
T3A-1061,87697,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,58
T3A-1062,87697,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,64
T3A-1063,67_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,77
T3A-1064,67_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,55
T3A-1065,20_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,12
T3A-1066,20_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,90
T3A-1067,17623,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,14
T3A-1068,17623,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,83
T3A-1069,27088,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,83
T3A-1070,27088,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,98
T3A-1071,61597,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,70
T3A-1072,61597,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,92
T3A-1073,42_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,27
T3A-1074,42_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,55
T3A-1075,6_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,57
T3A-1076,6_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,29
T3A-1077,6813,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,52
T3A-1078,6813,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,43
T3A-1079,35612,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,58
T3A-1080,35612,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,51
T3A-1081,36569,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,53
T3A-1082,36569,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,93
T3A-1083,16317,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,12
T3A-1084,16317,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,40
T3A-1085,18_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,54
T3A-1086,18_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,40
